房屋信息链接,房屋地址,户型,房屋面积,朝向,装修,楼层,年份,房屋类型,价格,城市
https://cq.lianjia.com/ershoufang/106110609734.html,筑锦尚堰A区    -  毛线沟 ,3室1厅 ,98, 西 , 毛坯 , 31层 ,2015, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106111564181.html,金科天宸壹街区    -  西永 ,2室1厅 ,71, 南 , 毛坯 , 中楼层(共18层) ,2017, 板楼,73,杭州
https://cq.lianjia.com/ershoufang/106110363430.html,米兰天空    -  龙溪 ,2室1厅 ,91, 东南 , 简装 , 中楼层(共30层) ,2005, 塔楼,77,杭州
https://cq.lianjia.com/ershoufang/106110965113.html,绿城两江御园凤栖园    -  龙兴 ,3室2厅 ,143, 南 , 毛坯 , 中楼层(共17层)  ,暂无数据, 暂无数据,119.8,杭州
https://cq.lianjia.com/ershoufang/106118133135.html,新城馨苑    -  南桥寺 ,3室2厅 ,113, 北 , 精装 , 低楼层(共30层) ,2007, 塔楼,109.8,杭州
https://cq.lianjia.com/ershoufang/106118654849.html,团结新村    -  两路口 ,2室1厅 ,78, 南 , 简装 , 低楼层(共16层)  ,暂无数据, 板楼,37,杭州
https://cq.lianjia.com/ershoufang/106117613362.html,国博领馆一期    -  悦来 ,2室2厅 ,72, 东北 , 精装 , 30层 ,2017, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106120363510.html,瀛嘉帝逸城    -  璧山 ,4室2厅 ,120, 南 , 精装 , 高楼层(共32层)  ,暂无数据, 塔楼,69.8,杭州
https://cq.lianjia.com/ershoufang/106120511872.html,海棠溪正街    -  南滨路 ,2室1厅 ,68, 东 , 简装 , 13层 ,2000, 板楼,31,杭州
https://cq.lianjia.com/ershoufang/106120244040.html,启迪协信重庆科技城云洲    -  海尔路 ,4室2厅 ,138, 东南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板楼,118,杭州
https://cq.lianjia.com/ershoufang/106121497157.html,世茂茂悦府一二期    -  照母山 ,2室1厅 ,82, 东北 , 精装 , 32层 ,2016, 塔楼,127,杭州
https://cq.lianjia.com/ershoufang/106121043280.html,加州1号    -  嘉州 ,1室1厅 ,42, 北 , 精装 , 高楼层(共30层) ,2008, 塔楼,50,杭州
https://cq.lianjia.com/ershoufang/106121134898.html,东林道一二期    -  璧山 ,3室1厅 ,116, 东 , 毛坯 , 中楼层(共25层)  ,暂无数据, 塔楼,57,杭州
https://cq.lianjia.com/ershoufang/106121569853.html,佳兆业广场二期    -  龙洲湾 ,2室2厅 ,53, 东南 , 简装 , 中楼层(共20层)  ,暂无数据, 塔楼,25,杭州
https://cq.lianjia.com/ershoufang/106116490636.html,金汇苑    -  汽博中心 ,3室2厅 ,131, 南 北 , 精装 , 低楼层(共19层) ,2007, 塔楼,110,杭州
https://cq.lianjia.com/ershoufang/106120605154.html,华宇温莎小镇    -  双碑 ,3室2厅 ,52, 东南 , 毛坯 , 15层 ,2017, 塔楼,36,杭州
https://cq.lianjia.com/ershoufang/106120981061.html,瀚恩国际社区HIC韵动    -  璧山 ,2室2厅 ,59, 西南 , 精装 , 高楼层(共25层)  ,暂无数据, 塔楼,29.8,杭州
https://cq.lianjia.com/ershoufang/106120007000.html,鲁能星城十三街区    -  海尔路 ,2室1厅 ,65, 南 , 精装 , 中楼层(共33层) ,2017, 塔楼,57,杭州
https://cq.lianjia.com/ershoufang/106119955439.html,祥御巴山    -  石桥铺 ,2室2厅 ,75, 东南 , 精装 , 28层 ,2013, 塔楼,73.8,杭州
https://cq.lianjia.com/ershoufang/106120532963.html,龙升南街    -  两路 ,3室2厅 ,115, 南 , 精装 , 低楼层(共9层)  ,暂无数据, 板楼,66,杭州
https://cq.lianjia.com/ershoufang/106120919719.html,东原ARC中央广场    -  小龙坎 ,1室1厅 ,32, 西南 , 简装 , 低楼层(共32层) ,2012, 塔楼,30,杭州
https://cq.lianjia.com/ershoufang/106120109235.html,上汇金悦湾    -  北山 ,2室1厅 ,83, 南 , 精装 , 低楼层(共33层)  ,暂无数据, 板塔结合,49.8,杭州
https://cq.lianjia.com/ershoufang/106120136046.html,融景城馨苑    -  五里店 ,6室2厅 ,192, 东 , 毛坯 , 中楼层(共40层)  ,暂无数据, 塔楼,308,杭州
https://cq.lianjia.com/ershoufang/106119987253.html,锦绣江南（李家沱）    -  李家沱 ,2室1厅 ,93, 南 , 精装 , 高楼层(共30层) ,2010, 塔楼,49.8,杭州
https://cq.lianjia.com/ershoufang/106118859750.html,锦春绿岛    -  璧山 ,2室1厅 ,87, 东南 , 精装 , 低楼层(共32层) ,2015, 板塔结合,47.8,杭州
https://cq.lianjia.com/ershoufang/106119655481.html,华润凤凰城    -  大渡口区府 ,3室1厅 ,112, 东南 , 毛坯 , 低楼层(共34层)  ,暂无数据, 塔楼,145,杭州
https://cq.lianjia.com/ershoufang/106117373800.html,金辉金科天宸云著    -  西永 ,3室2厅 ,99, 南 北 , 毛坯 , 高楼层(共8层)  ,暂无数据, 塔楼,110,杭州
https://cq.lianjia.com/ershoufang/106120164787.html,青麓雅园    -  空港新城 ,3室1厅 ,125, 东南 , 简装 , 中楼层(共6层)  ,暂无数据, 板楼,85.8,杭州
https://cq.lianjia.com/ershoufang/106121559629.html,联发龙洲湾一号C区    -  龙洲湾 ,4室2厅 ,114, 南 , 精装 , 高楼层(共29层)  ,暂无数据, 板塔结合,98,杭州
https://cq.lianjia.com/ershoufang/106119087931.html,保利江上明珠乐园    -  鸿恩寺 ,3室1厅 ,99, 东南 , 精装 , 33层 ,2018, 塔楼,137,杭州
https://cq.lianjia.com/ershoufang/106120593517.html,中粮鸿云    -  蟠龙 ,2室1厅 ,36, 东南 , 精装 , 15层 ,2019, 塔楼,42.5,杭州
https://cq.lianjia.com/ershoufang/106120553894.html,承誉德天下城    -  南桥寺 ,2室1厅 ,60, 南 , 简装 , 高楼层(共32层) ,2009, 塔楼,54,杭州
https://cq.lianjia.com/ershoufang/106117602284.html,金城地豪    -  新牌坊 ,1室1厅 ,59, 南 西 , 精装 , 中楼层(共28层) ,2006, 塔楼,50,杭州
https://cq.lianjia.com/ershoufang/106113633156.html,绿城两江御园紫荆园    -  龙兴 ,4室2厅 ,164, 南 北 , 毛坯 , 中楼层(共5层) ,2018, 板楼,150,杭州
https://cq.lianjia.com/ershoufang/106120410398.html,龙头景苑    -  黄泥磅 ,1室1厅 ,60, 东南 , 精装 , 中楼层(共27层) ,2004, 塔楼,47.5,杭州
https://cq.lianjia.com/ershoufang/106119107007.html,芷岸小区    -  璧山 ,4室2厅 ,137, 东 东南 , 毛坯 , 中楼层(共11层) ,2021, 板楼,101,杭州
https://cq.lianjia.com/ershoufang/106121227958.html,财信渝中城    -  解放碑 ,1室0厅 ,39, 西 , 精装 , 42层 ,2017, 塔楼,55,杭州
https://cq.lianjia.com/ershoufang/106120599337.html,恒大城天御    -  李家沱 ,3室2厅 ,120, 西南 , 精装 , 高楼层(共42层) ,2011, 塔楼,85,杭州
https://cq.lianjia.com/ershoufang/106121326606.html,寿城水岸    -  古镇片区 ,3室2厅 ,106, 西南 , 精装 , 中楼层(共33层) ,2012, 塔楼,50.8,杭州
https://cq.lianjia.com/ershoufang/106113996351.html,千威先生的洋房    -  空港新城 ,3室1厅 ,86, 南 , 毛坯 , 低楼层(共11层) ,2018, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106120977546.html,富力白鹭湾观湖    -  璧山 ,4室2厅 ,118, 南 , 精装 , 低楼层(共15层) ,2020, 板塔结合,89.8,杭州
https://cq.lianjia.com/ershoufang/106114675834.html,鲁能泰山7号十一街区    -  中央公园 ,4室2厅 ,135, 南 , 毛坯 , 上叠(共4层)  ,, 叠拼别墅 ,196,杭州
https://cq.lianjia.com/ershoufang/106118585224.html,宏锦鑫都    -  李家沱 ,3室1厅 ,90, 东南 , 精装 , 中楼层(共29层)  ,暂无数据, 塔楼,50,杭州
https://cq.lianjia.com/ershoufang/106120609450.html,东方港湾    -  大石坝 ,3室2厅 ,127, 西南 , 精装 , 中楼层(共26层) ,2010, 塔楼,120,杭州
https://cq.lianjia.com/ershoufang/106120232839.html,佳兆业滨江新城江城时光    -  九宫庙 ,3室2厅 ,95, 南 , 毛坯 , 高楼层(共33层)  ,暂无数据, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106121380270.html,安泰城市理想    -  冉家坝 ,3室2厅 ,92, 南 北 , 精装 , 低楼层(共34层) ,2016, 塔楼,126,杭州
https://cq.lianjia.com/ershoufang/106120811392.html,云水苑    -  鱼洞 ,3室2厅 ,66, 东南 , 毛坯 , 中楼层(共18层) ,2016, 塔楼,24.8,杭州
https://cq.lianjia.com/ershoufang/106120766589.html,朗诗未来时光    -  璧山 ,3室2厅 ,99, 南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 暂无数据,56,杭州
https://cq.lianjia.com/ershoufang/106118215411.html,康田蔚蓝海C区    -  照母山 ,3室2厅 ,110, 东南 , 精装 , 低楼层(共9层) ,2017, 板楼,165,杭州
https://cq.lianjia.com/ershoufang/106120691717.html,小城故事    -  人和 ,4室2厅 ,137, 南 , 精装 , 高楼层(共6层)  ,暂无数据, 板楼,80,杭州
https://cq.lianjia.com/ershoufang/106120466978.html,海兰云天    -  白市驿 ,2室1厅 ,81, 东南 , 精装 , 中楼层(共4层)  ,暂无数据, 塔楼,56,杭州
https://cq.lianjia.com/ershoufang/106121250918.html,万科金开悦府林悦    -  翠云 ,3室2厅 ,99, 南 , 精装 , 高楼层(共12层)  ,暂无数据, 板塔结合,128,杭州
https://cq.lianjia.com/ershoufang/106120328495.html,海客瀛洲    -  朝天门 ,2室2厅 ,75, 西 , 简装 , 55层 ,2006, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106120731425.html,康德国会山    -  南坪 ,3室1厅 ,96, 南 , 简装 , 31层 ,2008, 塔楼,90,杭州
https://cq.lianjia.com/ershoufang/106118761160.html,逸馨苑    -  步行街 ,3室2厅 ,148, 南 , 毛坯 , 中楼层(共12层) ,2003, 板楼,85,杭州
https://cq.lianjia.com/ershoufang/106120897392.html,融景城郦苑    -  五里店 ,3室2厅 ,151, 北 , 精装 , 高楼层(共38层) ,2013, 塔楼,203,杭州
https://cq.lianjia.com/ershoufang/106118812945.html,立源地    -  大坪 ,3室1厅 ,98, 北 , 简装 , 10层 ,2002, 板塔结合,76,杭州
https://cq.lianjia.com/ershoufang/106108169518.html,新江与城悠澜    -  大竹林 ,3室2厅 ,105, 南 , 毛坯 , 低楼层(共31层)  ,暂无数据, 塔楼,134,杭州
https://cq.lianjia.com/ershoufang/106121218039.html,朵力迎宾大道    -  双山 ,3室2厅 ,91, 南 , 毛坯 , 34层 ,2017, 板塔结合,66.6,杭州
https://cq.lianjia.com/ershoufang/106121105267.html,金辉御江府    -  融侨半岛 ,3室2厅 ,126, 西 , 毛坯 , 33层 ,2018, 塔楼,185,杭州
https://cq.lianjia.com/ershoufang/106121217664.html,中国铁建香漫溪岸    -  璧山 ,2室2厅 ,76, 南 , 精装 , 高楼层(共32层)  ,暂无数据, 板塔结合,50,杭州
https://cq.lianjia.com/ershoufang/106121423465.html,龙湖北滨910    -  北滨路 ,6室2厅 ,194, 南 , 毛坯 , 47层 ,2022, 塔楼,266,杭州
https://cq.lianjia.com/ershoufang/106121538469.html,名桂园    -  桃花新城 ,2室2厅 ,66, 东南 , 精装 , 高楼层(共18层) ,2010, 塔楼,25.8,杭州
https://cq.lianjia.com/ershoufang/106121375046.html,复地公园和光    -  中央公园 ,1室1厅 ,41, 东 , 毛坯 , 低楼层(共19层)  ,暂无数据, 塔楼,26.8,杭州
https://cq.lianjia.com/ershoufang/106121382578.html,金科中央公园城（江津）    -  滨江新城 ,3室2厅 ,111, 东南 , 精装 , 低楼层(共31层) ,2016, 塔楼,73.8,杭州
https://cq.lianjia.com/ershoufang/106109082682.html,御林    -  西永 ,2室1厅 ,73, 东南 , 毛坯 , 低楼层(共33层) ,2018, 塔楼,55,杭州
https://cq.lianjia.com/ershoufang/106111324449.html,协信星都会    -  照母山 ,2室2厅 ,79, 东南 , 毛坯 , 33层 ,2017, 塔楼,88,杭州
https://cq.lianjia.com/ershoufang/106114243546.html,中交中央公园和颂    -  中央公园 ,4室2厅 ,158, 南 , 毛坯 , 高楼层(共8层)  ,暂无数据, 塔楼,183,杭州
https://cq.lianjia.com/ershoufang/106120489551.html,东原亲亲里    -  丹龙路 ,2室1厅 ,59, 南 , 精装 , 33层 ,2012, 板塔结合,55,杭州
https://cq.lianjia.com/ershoufang/106119546741.html,欧街92    -  观音桥 ,3室2厅 ,105, 东南 , 精装 , 31层  ,暂无数据, 塔楼,199.9,杭州
https://cq.lianjia.com/ershoufang/106120934815.html,万科西九    -  石坪桥 ,2室1厅 ,53, 北 , 精装 , 34层 ,2016, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106114383283.html,中建御湖壹号    -  双山 ,2室1厅 ,87, 东南 , 毛坯 , 41层 ,2018, 板塔结合,54.5,杭州
https://cq.lianjia.com/ershoufang/106114041661.html,新桥新村    -  凤天路 ,3室2厅 ,91, 南 北 , 简装 , 中楼层(共8层)  ,暂无数据, 板楼,56,杭州
https://cq.lianjia.com/ershoufang/106119946858.html,龙湖九里峰景    -  九曲河 ,4室1厅 ,134, 东南 , 毛坯 , 中楼层(共32层) ,2020, 塔楼,168,杭州
https://cq.lianjia.com/ershoufang/106120189039.html,北京城建龙樾生态城樾书府    -  悦来 ,3室2厅 ,98, 东南 , 精装 , 高楼层(共23层)  ,暂无数据, 塔楼,110,杭州
https://cq.lianjia.com/ershoufang/106111879510.html,旭辉紫都    -  蔡家 ,1室1厅 ,52, 东 , 毛坯 , 低楼层(共18层) ,2016, 塔楼,14,杭州
https://cq.lianjia.com/ershoufang/106118523272.html,佳兆业篆山熙园    -  德感片区 ,3室2厅 ,96, 东南 , 精装 , 中楼层(共33层)  ,暂无数据, 暂无数据,62,杭州
https://cq.lianjia.com/ershoufang/106118199554.html,现代城    -  周家坝 ,3室2厅 ,115, 南 , 简装 , 低楼层(共20层)  ,暂无数据, 板楼,39.8,杭州
https://cq.lianjia.com/ershoufang/106119305515.html,恒泰悦府    -  璧山 ,3室2厅 ,101, 南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 板塔结合,56,杭州
https://cq.lianjia.com/ershoufang/106120015404.html,和泽家园B区    -  龙兴 ,2室1厅 ,58, 南 , 毛坯 , 低楼层(共25层)  ,暂无数据, 暂无数据,22.6,杭州
https://cq.lianjia.com/ershoufang/106115922855.html,江南水乡西区    -  李家沱 ,4室3厅 ,146, 东 , 精装 , 高楼层(共7层) ,2003, 板塔结合,65,杭州
https://cq.lianjia.com/ershoufang/106116159940.html,朵力迎宾大道    -  双山 ,3室2厅 ,108, 东 , 毛坯 , 18层  ,暂无数据, 塔楼,86,杭州
https://cq.lianjia.com/ershoufang/106117894814.html,中国摩二期香山花园    -  空港新城 ,3室2厅 ,106, 南 , 毛坯 , 低楼层(共7层)  ,暂无数据, 塔楼,88,杭州
https://cq.lianjia.com/ershoufang/106120639723.html,一城龙洲    -  龙洲湾 ,3室2厅 ,92, 东 , 精装 , 高楼层(共7层) ,2008, 板楼,45,杭州
https://cq.lianjia.com/ershoufang/106121571383.html,威尼斯印象    -  界石 ,5室2厅 ,291, 南 , 其他 , 低楼层(共3层)  ,暂无数据, 暂无数据,90,杭州
https://cq.lianjia.com/ershoufang/106121562632.html,金科天宸宸寓    -  西永 ,1室0厅 ,30, 东 , 精装 , 高楼层(共32层)  ,暂无数据, 塔楼,16,杭州
https://cq.lianjia.com/ershoufang/106115192897.html,保利观澜悦城    -  海尔路 ,3室2厅 ,97, 东南 , 毛坯 , 中楼层(共39层) ,2018, 塔楼,158,杭州
https://cq.lianjia.com/ershoufang/106117155261.html,富力城二期第一区    -  大学城 ,2室1厅 ,82, 东南 , 精装 , 高楼层(共33层) ,2012, 塔楼,67.5,杭州
https://cq.lianjia.com/ershoufang/106117408687.html,华科蔚来云著    -  西永 ,4室2厅 ,134, 南 , 毛坯 , 中楼层(共13层)  ,暂无数据, 板塔结合,117,杭州
https://cq.lianjia.com/ershoufang/106119845879.html,恒大世纪城三期    -  照母山 ,2室1厅 ,80, 南 , 精装 , 低楼层(共31层) ,2018, 塔楼,97.8,杭州
https://cq.lianjia.com/ershoufang/106119538171.html,康宁村    -  小龙坎 ,3室2厅 ,89, 东南 , 精装 , 低楼层(共8层) ,2000, 塔楼,64,杭州
https://cq.lianjia.com/ershoufang/106119539953.html,上海城（南岸）    -  南坪 ,1室0厅 ,43, 东南 , 简装 , 33层 ,2008, 板塔结合,50,杭州
https://cq.lianjia.com/ershoufang/106119452654.html,渝高美好星空    -  二郎 ,2室1厅 ,58, 南 , 精装 , 27层 ,2007, 塔楼,39.5,杭州
https://cq.lianjia.com/ershoufang/106120430062.html,凰腾金龙尚园    -  空港新城 ,2室2厅 ,81, 南 北 , 精装 , 低楼层(共12层) ,2010, 板楼,66.8,杭州
https://cq.lianjia.com/ershoufang/106118685854.html,曼哈顿二期半山壹号    -  李家沱 ,3室2厅 ,143, 南 北 , 毛坯 , 中楼层(共7层)  ,暂无数据, 暂无数据,95,杭州
https://cq.lianjia.com/ershoufang/106118483618.html,怡然苑    -  石坪桥 ,1室0厅 ,36, 东 , 精装 , 中楼层(共27层) ,2000, 塔楼,19,杭州
https://cq.lianjia.com/ershoufang/106120720593.html,卉森卉林玥一期    -  璧山 ,3室2厅 ,115, 南 北 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板塔结合,79,杭州
https://cq.lianjia.com/ershoufang/106118395997.html,印江州琨印    -  陈家坪 ,3室2厅 ,116, 南 , 精装 , 高楼层(共31层) ,2022, 板楼,200,杭州
https://cq.lianjia.com/ershoufang/106119697700.html,揽江雅苑    -  大坪 ,3室2厅 ,119, 西南 , 毛坯 , 6层 ,2016, 板楼,106,杭州
https://cq.lianjia.com/ershoufang/106118665419.html,联发瞰青    -  翠云 ,4室1厅 ,142, 东南 , 精装 , 中楼层(共33层) ,2014, 塔楼,112,杭州
https://cq.lianjia.com/ershoufang/106116421530.html,蓝桂雅苑    -  中央公园 ,3室1厅 ,87, 东 , 毛坯 , 低楼层(共26层) ,2017, 塔楼,95,杭州
https://cq.lianjia.com/ershoufang/106119232813.html,鲁能泰山7号十九街区    -  中央公园 ,3室1厅 ,84, 南 , 毛坯 , 低楼层(共9层)  ,暂无数据, 塔楼,106,杭州
https://cq.lianjia.com/ershoufang/106119862086.html,御璟湖山璟樾    -  礼嘉 ,3室2厅 ,99, 东北 东南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 板塔结合,116.8,杭州
https://cq.lianjia.com/ershoufang/106116218611.html,华润凤凰城    -  大渡口区府 ,3室2厅 ,124, 北 南 , 毛坯 , 高楼层(共40层)  ,暂无数据, 塔楼,129,杭州
https://cq.lianjia.com/ershoufang/106119219544.html,富馨苑    -  城南新区 ,2室1厅 ,79, 东南 , 精装 , 低楼层(共17层) ,2008, 塔楼,39,杭州
https://cq.lianjia.com/ershoufang/106116392072.html,北京城建龙樾生态城樾尚府     -  悦来 ,4室2厅 ,138, 东北 , 毛坯 , 高楼层(共13层)  ,暂无数据, 塔楼,125,杭州
https://cq.lianjia.com/ershoufang/106119098889.html,升伟云熙台    -  璧山 ,3室2厅 ,114, 南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板楼,85.8,杭州
https://cq.lianjia.com/ershoufang/106118027273.html,新江与城清晖时光    -  大竹林 ,2室2厅 ,84, 东 , 毛坯 , 高楼层(共33层)  ,暂无数据, 塔楼,101.5,杭州
https://cq.lianjia.com/ershoufang/106118261343.html,佳兆业滨江新城墨香庭    -  九宫庙 ,3室2厅 ,84, 南 , 毛坯 , 中楼层(共32层)  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106115665703.html,万科金色悦城一期    -  凤天路 ,2室1厅 ,77, 东南 , 精装 , 28层 ,2015, 塔楼,83,杭州
https://cq.lianjia.com/ershoufang/106118818289.html,华润中央公园    -  大石坝 ,3室2厅 ,125, 南 , 简装 , 25层 ,2010, 板塔结合,185,杭州
https://cq.lianjia.com/ershoufang/106121336575.html,曼哈顿城    -  李家沱 ,2室1厅 ,101, 南 , 毛坯 , 9层 ,2009, 板塔结合,59.5,杭州
https://cq.lianjia.com/ershoufang/106120813924.html,鸿府    -  回兴 ,3室2厅 ,92, 南 , 毛坯 , 9层  ,暂无数据, 板楼,83,杭州
https://cq.lianjia.com/ershoufang/106121165660.html,重庆融创文旅城御逸    -  大学城 ,3室2厅 ,104, 东南 , 精装 , 低楼层(共33层)  ,暂无数据, 塔楼,81,杭州
https://cq.lianjia.com/ershoufang/106121436192.html,雍江苑    -  化龙桥 ,3室2厅 ,146, 南 北 , 简装 , 18层 ,2009, 板楼,225,杭州
https://cq.lianjia.com/ershoufang/106121431804.html,金科中央公园城（璧山）1号2号门    -  璧山 ,3室2厅 ,113, 南 , 精装 , 8层  ,暂无数据, 板塔结合,93.8,杭州
https://cq.lianjia.com/ershoufang/106121265955.html,劲力五星城自由地    -  北环 ,2室1厅 ,68, 南 , 精装 , 高楼层(共31层) ,2011, 板塔结合,85,杭州
https://cq.lianjia.com/ershoufang/106115382535.html,重庆融创文旅城御泱    -  西永 ,3室2厅 ,104, 西北 , 毛坯 , 中楼层(共32层)  ,暂无数据, 塔楼,69,杭州
https://cq.lianjia.com/ershoufang/106115339741.html,保利观塘香颂    -  七公里 ,4室2厅 ,143, 南 , 毛坯 , 8层  ,暂无数据, 板楼,208,杭州
https://cq.lianjia.com/ershoufang/106118405473.html,彩云印象    -  蟠龙 ,2室1厅 ,76, 东南 南 , 精装 , 33层 ,2008, 塔楼,50,杭州
https://cq.lianjia.com/ershoufang/106118844732.html,金科廊桥水乡B区    -  大学城 ,4室2厅 ,210, 南 , 毛坯 , 1层 ,2011, 板楼,268,杭州
https://cq.lianjia.com/ershoufang/106119181295.html,融信澜湾    -  龙洲湾 ,4室1厅 ,134, 南 , 毛坯 , 8层 ,2020, 板楼,115,杭州
https://cq.lianjia.com/ershoufang/106119005077.html,星麓原悦郡    -  鹿角 ,3室2厅 ,99, 南 , 毛坯 , 高楼层(共31层)  ,暂无数据, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106114980180.html,渝高花园    -  石桥铺 ,3室2厅 ,130, 东南 , 精装 , 高楼层(共9层)  ,暂无数据, 板塔结合,75,杭州
https://cq.lianjia.com/ershoufang/106118489702.html,林山郡    -  九曲河 ,4室2厅 ,137, 东南 , 毛坯 , 高楼层(共8层) ,2021, 板塔结合,239,杭州
https://cq.lianjia.com/ershoufang/106113423713.html,山水天下    -  茶园新区 ,5室2厅 ,143, 南 , 毛坯 , 6层  ,暂无数据, 板楼,142,杭州
https://cq.lianjia.com/ershoufang/106121253010.html,奥康阳光水岸    -  璧山 ,3室2厅 ,83, 南 , 简装 , 低楼层(共30层)  ,暂无数据, 板塔结合,38,杭州
https://cq.lianjia.com/ershoufang/106121162695.html,碧桂园渝南首府三期    -  李家沱 ,3室2厅 ,118, 南 , 毛坯 , 高楼层(共27层)  ,暂无数据, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106121329411.html,林业局家属院    -  西段 ,4室2厅 ,160, 北 , 简装 , 中楼层(共10层)  ,暂无数据, 塔楼,48.8,杭州
https://cq.lianjia.com/ershoufang/106119842413.html,嘉陵春和景明99号    -  璧山 ,3室2厅 ,101, 南 , 精装 , 低楼层(共29层)  ,暂无数据, 板塔结合,66.8,杭州
https://cq.lianjia.com/ershoufang/106120429196.html,东原嘉阅湾风华著A区    -  蔡家 ,3室2厅 ,101, 西 , 精装 , 低楼层(共20层) ,2020, 板塔结合,73.2,杭州
https://cq.lianjia.com/ershoufang/106120588428.html,首创鸿恩国际生活区    -  大石坝 ,3室1厅 ,119, 南 , 精装 , 高楼层(共33层) ,2012, 塔楼,132,杭州
https://cq.lianjia.com/ershoufang/106119491558.html,北京城建龙樾生态城樾书府    -  悦来 ,3室2厅 ,91, 西南 , 毛坯 , 低楼层(共19层)  ,暂无数据, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106111174585.html,华融现代城    -  海尔路 ,2室2厅 ,73, 南 , 毛坯 , 低楼层(共28层)  ,暂无数据, 塔楼,46,杭州
https://cq.lianjia.com/ershoufang/106120858299.html,恒大未来城一街区    -  大学城 ,3室1厅 ,94, 南 , 精装 , 32层  ,暂无数据, 塔楼,83,杭州
https://cq.lianjia.com/ershoufang/106119231555.html,建工锦绣华城    -  汽博中心 ,3室2厅 ,90, 南 , 毛坯 , 高楼层(共33层) ,2013, 塔楼,82,杭州
https://cq.lianjia.com/ershoufang/106120331421.html,状元府第    -  城南新区 ,2室1厅 ,83, 东南 南 , 精装 , 低楼层(共19层) ,2004, 塔楼,55,杭州
https://cq.lianjia.com/ershoufang/106120937140.html,中建瑾和城瑾园    -  西永 ,4室2厅 ,127, 南 北 , 毛坯 , 高楼层(共31层) ,2020, 塔楼,101,杭州
https://cq.lianjia.com/ershoufang/106118447626.html,师大苑    -  大学城 ,4室2厅 ,183, 南 , 毛坯 , 中楼层(共11层) ,2009, 板楼,160,杭州
https://cq.lianjia.com/ershoufang/106110642268.html,华远海蓝城    -  李家沱 ,3室2厅 ,103, 西南 , 毛坯 , 中楼层(共32层)  ,暂无数据, 板塔结合,71,杭州
https://cq.lianjia.com/ershoufang/106117901202.html,璧山金茂悦    -  璧山 ,3室2厅 ,87, 南 , 毛坯 , 中楼层(共18层)  ,暂无数据, 板塔结合,48.8,杭州
https://cq.lianjia.com/ershoufang/106121316027.html,浦辉海棠晓月C区    -  南滨路 ,2室1厅 ,127, 南 , 精装 , 33层 ,2010, 塔楼,128,杭州
https://cq.lianjia.com/ershoufang/106117086141.html,华润置地公园九里琅悦A区    -  中央公园 ,4室2厅 ,141, 南 , 毛坯 , 高楼层(共32层)  ,暂无数据, 板塔结合,160,杭州
https://cq.lianjia.com/ershoufang/106114208238.html,绿地新里樱园    -  海尔路 ,3室1厅 ,109, 东南 , 毛坯 , 33层 ,2019, 塔楼,112,杭州
https://cq.lianjia.com/ershoufang/106115024099.html,协信星澜汇三期    -  龙洲湾 ,4室2厅 ,106, 南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板楼,83,杭州
https://cq.lianjia.com/ershoufang/106116086342.html,珠江城长江府    -  李家沱 ,3室2厅 ,86, 东南 , 毛坯 , 高楼层(共31层)  ,暂无数据, 板塔结合,49.8,杭州
https://cq.lianjia.com/ershoufang/106115861925.html,龙湖云瑶玉陛瑶林二组团    -  中央公园 ,4室2厅 ,129, 南 , 毛坯 , 中楼层(共8层)  ,暂无数据, 板塔结合,200,杭州
https://cq.lianjia.com/ershoufang/106121464262.html,洺悦府    -  大石坝 ,4室1厅 ,129, 南 , 精装 , 42层  ,暂无数据, 塔楼,175,杭州
https://cq.lianjia.com/ershoufang/106121063213.html,华宇北城雅郡    -  龙头寺 ,2室2厅 ,86, 南 , 精装 , 低楼层(共18层)  ,暂无数据, 板塔结合,95,杭州
https://cq.lianjia.com/ershoufang/106121004801.html,龙湖源著北区    -  石子山 ,2室1厅 ,58, 东 , 精装 , 39层 ,2015, 塔楼,75,杭州
https://cq.lianjia.com/ershoufang/106120928357.html,首信凰冠壹号    -  老城片区 ,2室2厅 ,74, 南 , 精装 , 高楼层(共30层)  ,暂无数据, 塔楼,23.8,杭州
https://cq.lianjia.com/ershoufang/106121568461.html,江山赋阅山道    -  悦来 ,3室2厅 ,101, 北 , 毛坯 , 高楼层(共29层)  ,暂无数据, 塔楼,85,杭州
